system_id,system_label,model,harness,system_group,model_key,display_order,protocol_id,protocol_label,protocol_order,scheduled_attempt,result_present,result_path,benchmark_version,verifier_details_path,verifier_reward_path,verifier_error_analysis_path,status,exception_type,prediction_valid,verifier_completed,valid_completion,error_review_status,t2_required_family_f1,primary_t2_required_family_f1,t3_molecular_transition_f1,primary_t3_molecular_transition_f1,t3_state_f1,primary_t3_state_f1,t3_typed_edge_f1,primary_t3_typed_edge_f1,input_tokens,cache_read_tokens,cache_creation_tokens,cache_creation_5m_tokens,cache_creation_1h_tokens,output_tokens,normalized_api_cost_usd,normalized_api_cost_precision,normalized_api_cost_kind,pricing_snapshot_id,pricing_date,pricing_status,token_usage_source,uncached_input_tokens,rate_uncached_input_per_million,rate_cached_input_per_million,rate_output_per_million,rate_cache_creation_5m_per_million,rate_cache_creation_1h_per_million
gpt_mini_swe,GPT + mini-SWE,GPT,mini-SWE,shared,gpt_5_6_sol,2,10x_chromium_3_gene_expression_v4,10x 3' GEX v4,1,1,1,/Users/seqmachines/playground/libstruct-bench/runs/libgen/mini-swe-agent/libgen-gpt-5-6-sol/10x_chromium_3_gene_expression_v__hGRHcs3/result.json,4.5.0,/Users/seqmachines/playground/libstruct-bench/runs/libgen/mini-swe-agent/libgen-gpt-5-6-sol/10x_chromium_3_gene_expression_v__hGRHcs3/verifier/rescore/libgen-4.5.0/details.json,/Users/seqmachines/playground/libstruct-bench/runs/libgen/mini-swe-agent/libgen-gpt-5-6-sol/10x_chromium_3_gene_expression_v__hGRHcs3/verifier/rescore/libgen-4.5.0/reward.json,/Users/seqmachines/playground/libstruct-bench/runs/libgen/mini-swe-agent/libgen-gpt-5-6-sol/10x_chromium_3_gene_expression_v__hGRHcs3/verifier/rescore/libgen-4.5.0/error_analysis.json,valid_completion,,1,1,1,pending,0.5,0.5,0.9,0.9,0.8942830969795913,0.8942830969795913,1.0,1.0,8371674,8164471,,,,64369,7.0493205,per_api_call,estimated,libgen-api-pricing-2026-08-15,2026-08-15,per_token_rates_available,harbor_agent_result,207203.0,5.0,0.5,30.0,6.25,
gpt_mini_swe,GPT + mini-SWE,GPT,mini-SWE,shared,gpt_5_6_sol,2,ddseq_single_cell_3_rna_seq_kit,ddSEQ 3' RNA,2,1,1,/Users/seqmachines/playground/libstruct-bench/runs/libgen/mini-swe-agent/libgen-gpt-5-6-sol/ddseq_single_cell_3_rna_seq_kit__ZK5hUC7/result.json,4.5.0,/Users/seqmachines/playground/libstruct-bench/runs/libgen/mini-swe-agent/libgen-gpt-5-6-sol/ddseq_single_cell_3_rna_seq_kit__ZK5hUC7/verifier/rescore/libgen-4.5.0/details.json,/Users/seqmachines/playground/libstruct-bench/runs/libgen/mini-swe-agent/libgen-gpt-5-6-sol/ddseq_single_cell_3_rna_seq_kit__ZK5hUC7/verifier/rescore/libgen-4.5.0/reward.json,/Users/seqmachines/playground/libstruct-bench/runs/libgen/mini-swe-agent/libgen-gpt-5-6-sol/ddseq_single_cell_3_rna_seq_kit__ZK5hUC7/verifier/rescore/libgen-4.5.0/error_analysis.json,valid_completion,,1,1,1,pending,0.0,0.0,0.4000000000000001,0.4000000000000001,0.7499999999999999,0.7499999999999999,0.24,0.24,4721887,4508438,,,,59896,5.1183440000000004,per_api_call,estimated,libgen-api-pricing-2026-08-15,2026-08-15,per_token_rates_available,harbor_agent_result,213449.0,5.0,0.5,30.0,6.25,
gpt_mini_swe,GPT + mini-SWE,GPT,mini-SWE,shared,gpt_5_6_sol,2,dr_seq,DR-seq,3,1,1,/Users/seqmachines/playground/libstruct-bench/runs/libgen/mini-swe-agent/libgen-gpt-5-6-sol/dr_seq__FvRt64H/result.json,4.5.0,/Users/seqmachines/playground/libstruct-bench/runs/libgen/mini-swe-agent/libgen-gpt-5-6-sol/dr_seq__FvRt64H/verifier/rescore/libgen-4.5.0/details.json,/Users/seqmachines/playground/libstruct-bench/runs/libgen/mini-swe-agent/libgen-gpt-5-6-sol/dr_seq__FvRt64H/verifier/rescore/libgen-4.5.0/reward.json,/Users/seqmachines/playground/libstruct-bench/runs/libgen/mini-swe-agent/libgen-gpt-5-6-sol/dr_seq__FvRt64H/verifier/rescore/libgen-4.5.0/error_analysis.json,valid_completion,,1,1,1,pending,0.6,0.6,0.6226190476190475,0.6226190476190475,0.6017090422047828,0.6017090422047828,0.56,0.56,3690944,3535060,,,,73253,4.74454,per_api_call,estimated,libgen-api-pricing-2026-08-15,2026-08-15,per_token_rates_available,harbor_agent_result,155884.0,5.0,0.5,30.0,6.25,
gpt_mini_swe,GPT + mini-SWE,GPT,mini-SWE,shared,gpt_5_6_sol,2,indrop_v1,inDrop v1,4,1,1,/Users/seqmachines/playground/libstruct-bench/runs/libgen/mini-swe-agent/libgen-gpt-5-6-sol/indrop_v1__GKQcbLX/result.json,4.5.0,/Users/seqmachines/playground/libstruct-bench/runs/libgen/mini-swe-agent/libgen-gpt-5-6-sol/indrop_v1__GKQcbLX/verifier/rescore/libgen-4.5.0/details.json,/Users/seqmachines/playground/libstruct-bench/runs/libgen/mini-swe-agent/libgen-gpt-5-6-sol/indrop_v1__GKQcbLX/verifier/rescore/libgen-4.5.0/reward.json,/Users/seqmachines/playground/libstruct-bench/runs/libgen/mini-swe-agent/libgen-gpt-5-6-sol/indrop_v1__GKQcbLX/verifier/rescore/libgen-4.5.0/error_analysis.json,valid_completion,,1,1,1,pending,0.6084047043201972,0.6084047043201972,0.7106572769953051,0.7106572769953051,0.5713843204898557,0.5713843204898557,0.5806451612903226,0.5806451612903226,2053635,1894020,,,,63165,3.640035,per_api_call,estimated,libgen-api-pricing-2026-08-15,2026-08-15,per_token_rates_available,harbor_agent_result,159615.0,5.0,0.5,30.0,6.25,
gpt_mini_swe,GPT + mini-SWE,GPT,mini-SWE,shared,gpt_5_6_sol,2,petri_seq,PETRI-seq,5,1,1,/Users/seqmachines/playground/libstruct-bench/runs/libgen/mini-swe-agent/libgen-gpt-5-6-sol/petri_seq__bx5agLY/result.json,4.5.0,/Users/seqmachines/playground/libstruct-bench/runs/libgen/mini-swe-agent/libgen-gpt-5-6-sol/petri_seq__bx5agLY/verifier/rescore/libgen-4.5.0/details.json,/Users/seqmachines/playground/libstruct-bench/runs/libgen/mini-swe-agent/libgen-gpt-5-6-sol/petri_seq__bx5agLY/verifier/rescore/libgen-4.5.0/reward.json,/Users/seqmachines/playground/libstruct-bench/runs/libgen/mini-swe-agent/libgen-gpt-5-6-sol/petri_seq__bx5agLY/verifier/rescore/libgen-4.5.0/error_analysis.json,valid_completion,,1,1,1,pending,0.7823923727759114,0.7823923727759114,0.9371158392434987,0.9371158392434987,0.8729139596968837,0.8729139596968837,1.0,1.0,2207947,2075209,,,,49450,3.1847945,per_api_call,estimated,libgen-api-pricing-2026-08-15,2026-08-15,per_token_rates_available,harbor_agent_result,132738.0,5.0,0.5,30.0,6.25,
gpt_mini_swe,GPT + mini-SWE,GPT,mini-SWE,shared,gpt_5_6_sol,2,pip_seq_v4,PIP-seq v4,6,1,1,/Users/seqmachines/playground/libstruct-bench/runs/libgen/mini-swe-agent/libgen-gpt-5-6-sol/pip_seq_v4__ZwXkz9R/result.json,4.5.0,/Users/seqmachines/playground/libstruct-bench/runs/libgen/mini-swe-agent/libgen-gpt-5-6-sol/pip_seq_v4__ZwXkz9R/verifier/rescore/libgen-4.5.0/details.json,/Users/seqmachines/playground/libstruct-bench/runs/libgen/mini-swe-agent/libgen-gpt-5-6-sol/pip_seq_v4__ZwXkz9R/verifier/rescore/libgen-4.5.0/reward.json,/Users/seqmachines/playground/libstruct-bench/runs/libgen/mini-swe-agent/libgen-gpt-5-6-sol/pip_seq_v4__ZwXkz9R/verifier/rescore/libgen-4.5.0/error_analysis.json,valid_completion,,1,1,1,pending,0.6689058171745152,0.6689058171745152,0.5049127717443196,0.5049127717443196,0.4907776491790984,0.4907776491790984,0.25806451612903225,0.25806451612903225,6982657,6791562,,,,83063,6.843146,per_api_call,estimated,libgen-api-pricing-2026-08-15,2026-08-15,per_token_rates_available,harbor_agent_result,191095.0,5.0,0.5,30.0,6.25,
gpt_mini_swe,GPT + mini-SWE,GPT,mini-SWE,shared,gpt_5_6_sol,2,sci_atac_seq,sci-ATAC-seq,7,1,1,/Users/seqmachines/playground/libstruct-bench/runs/libgen/mini-swe-agent/libgen-gpt-5-6-sol/sci_atac_seq__kHTN62d/result.json,4.5.0,/Users/seqmachines/playground/libstruct-bench/runs/libgen/mini-swe-agent/libgen-gpt-5-6-sol/sci_atac_seq__kHTN62d/verifier/rescore/libgen-4.5.0/details.json,/Users/seqmachines/playground/libstruct-bench/runs/libgen/mini-swe-agent/libgen-gpt-5-6-sol/sci_atac_seq__kHTN62d/verifier/rescore/libgen-4.5.0/reward.json,/Users/seqmachines/playground/libstruct-bench/runs/libgen/mini-swe-agent/libgen-gpt-5-6-sol/sci_atac_seq__kHTN62d/verifier/rescore/libgen-4.5.0/error_analysis.json,valid_completion,,1,1,1,pending,0.6957725409004182,0.6957725409004182,0.4835219691741431,0.4835219691741431,0.3711976613303521,0.3711976613303521,0.23529411764705882,0.23529411764705882,3396858,3258309,,,,47792,3.7556595,per_api_call,estimated,libgen-api-pricing-2026-08-15,2026-08-15,per_token_rates_available,harbor_agent_result,138549.0,5.0,0.5,30.0,6.25,
gpt_mini_swe,GPT + mini-SWE,GPT,mini-SWE,shared,gpt_5_6_sol,2,scrrbs,scRRBS,8,1,1,/Users/seqmachines/playground/libstruct-bench/runs/libgen/mini-swe-agent/libgen-gpt-5-6-sol/scrrbs__pxgQNzP/result.json,4.5.0,/Users/seqmachines/playground/libstruct-bench/runs/libgen/mini-swe-agent/libgen-gpt-5-6-sol/scrrbs__pxgQNzP/verifier/rescore/libgen-4.5.0/details.json,/Users/seqmachines/playground/libstruct-bench/runs/libgen/mini-swe-agent/libgen-gpt-5-6-sol/scrrbs__pxgQNzP/verifier/rescore/libgen-4.5.0/reward.json,/Users/seqmachines/playground/libstruct-bench/runs/libgen/mini-swe-agent/libgen-gpt-5-6-sol/scrrbs__pxgQNzP/verifier/rescore/libgen-4.5.0/error_analysis.json,valid_completion,,1,1,1,pending,0.8129100529100529,0.8129100529100529,0.9494444444444443,0.9494444444444443,0.6965039458279784,0.6965039458279784,0.9090909090909091,0.9090909090909091,1744603,1617482,,,,49004,2.914466,per_api_call,estimated,libgen-api-pricing-2026-08-15,2026-08-15,per_token_rates_available,harbor_agent_result,127121.0,5.0,0.5,30.0,6.25,
gpt_mini_swe,GPT + mini-SWE,GPT,mini-SWE,shared,gpt_5_6_sol,2,share_seq,SHARE-seq,9,1,1,/Users/seqmachines/playground/libstruct-bench/runs/libgen/mini-swe-agent/libgen-gpt-5-6-sol/share_seq__MKiBsuo/result.json,4.5.0,/Users/seqmachines/playground/libstruct-bench/runs/libgen/mini-swe-agent/libgen-gpt-5-6-sol/share_seq__MKiBsuo/verifier/rescore/libgen-4.5.0/details.json,/Users/seqmachines/playground/libstruct-bench/runs/libgen/mini-swe-agent/libgen-gpt-5-6-sol/share_seq__MKiBsuo/verifier/rescore/libgen-4.5.0/reward.json,/Users/seqmachines/playground/libstruct-bench/runs/libgen/mini-swe-agent/libgen-gpt-5-6-sol/share_seq__MKiBsuo/verifier/rescore/libgen-4.5.0/error_analysis.json,valid_completion,,1,1,1,pending,0.942980981866431,0.942980981866431,0.6215912588488764,0.6215912588488764,0.6523398960726868,0.6523398960726868,0.375,0.375,3689175,3525141,,,,72363,4.7536305,per_api_call,estimated,libgen-api-pricing-2026-08-15,2026-08-15,per_token_rates_available,harbor_agent_result,164034.0,5.0,0.5,30.0,6.25,
gpt_mini_swe,GPT + mini-SWE,GPT,mini-SWE,shared,gpt_5_6_sol,2,smart_seq,SMART-seq,10,1,1,/Users/seqmachines/playground/libstruct-bench/runs/libgen/mini-swe-agent/libgen-gpt-5-6-sol/smart_seq__dh6HUsj/result.json,4.5.0,/Users/seqmachines/playground/libstruct-bench/runs/libgen/mini-swe-agent/libgen-gpt-5-6-sol/smart_seq__dh6HUsj/verifier/rescore/libgen-4.5.0/details.json,/Users/seqmachines/playground/libstruct-bench/runs/libgen/mini-swe-agent/libgen-gpt-5-6-sol/smart_seq__dh6HUsj/verifier/rescore/libgen-4.5.0/reward.json,/Users/seqmachines/playground/libstruct-bench/runs/libgen/mini-swe-agent/libgen-gpt-5-6-sol/smart_seq__dh6HUsj/verifier/rescore/libgen-4.5.0/error_analysis.json,valid_completion,,1,1,1,pending,0.5454385964912282,0.5454385964912282,0.74088693957115,0.74088693957115,0.5967207706444826,0.5967207706444826,0.8,0.8,2216233,2078385,,,,48530,3.1843325,per_api_call,estimated,libgen-api-pricing-2026-08-15,2026-08-15,per_token_rates_available,harbor_agent_result,137848.0,5.0,0.5,30.0,6.25,
claude_pi,Claude + Pi,Claude,Pi,shared,claude_opus_5,3,10x_chromium_3_gene_expression_v4,10x 3' GEX v4,1,1,1,/Users/seqmachines/playground/libstruct-bench/runs/libgen/pi/libgen-pi-claude-opus-5/10x_chromium_3_gene_expression_v__K6KUt26/result.json,4.5.0,/Users/seqmachines/playground/libstruct-bench/runs/libgen/pi/libgen-pi-claude-opus-5/10x_chromium_3_gene_expression_v__K6KUt26/verifier/rescore/libgen-4.5.0/details.json,/Users/seqmachines/playground/libstruct-bench/runs/libgen/pi/libgen-pi-claude-opus-5/10x_chromium_3_gene_expression_v__K6KUt26/verifier/rescore/libgen-4.5.0/reward.json,/Users/seqmachines/playground/libstruct-bench/runs/libgen/pi/libgen-pi-claude-opus-5/10x_chromium_3_gene_expression_v__K6KUt26/verifier/rescore/libgen-4.5.0/error_analysis.json,valid_completion,,1,1,1,pending,0.45454545454545453,0.45454545454545453,0.9,0.9,0.8564999539721352,0.8564999539721352,1.0,1.0,6012771,6012651,203382,,,88481,6.490088,per_api_call,estimated,libgen-api-pricing-2026-08-15,2026-08-15,per_token_rates_available,harbor_agent_result,0.0,5.0,0.5,25.0,6.25,10.0
claude_pi,Claude + Pi,Claude,Pi,shared,claude_opus_5,3,ddseq_single_cell_3_rna_seq_kit,ddSEQ 3' RNA,2,1,1,/Users/seqmachines/playground/libstruct-bench/runs/libgen/pi/libgen-pi-claude-opus-5/ddseq_single_cell_3_rna_seq_kit__DusitxG/result.json,4.5.0,/Users/seqmachines/playground/libstruct-bench/runs/libgen/pi/libgen-pi-claude-opus-5/ddseq_single_cell_3_rna_seq_kit__DusitxG/verifier/rescore/libgen-4.5.0/details.json,/Users/seqmachines/playground/libstruct-bench/runs/libgen/pi/libgen-pi-claude-opus-5/ddseq_single_cell_3_rna_seq_kit__DusitxG/verifier/rescore/libgen-4.5.0/reward.json,/Users/seqmachines/playground/libstruct-bench/runs/libgen/pi/libgen-pi-claude-opus-5/ddseq_single_cell_3_rna_seq_kit__DusitxG/verifier/rescore/libgen-4.5.0/error_analysis.json,valid_completion,,1,1,1,pending,0.0,0.0,0.5344444444444445,0.5344444444444445,0.8583333333333333,0.8583333333333333,0.5294117647058824,0.5294117647058824,7376565,7376419,345995,,,102646,8.41755825,per_api_call,estimated,libgen-api-pricing-2026-08-15,2026-08-15,per_token_rates_available,harbor_agent_result,0.0,5.0,0.5,25.0,6.25,10.0
